"","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","project","projecttype"
"bewiktionary",0.99921356201648,0.000551456746599224,0.000136109675188834,3.01655874053676e-05,4.02564863160118e-06,6.67161195888869e-06,5.61350797048241e-05,1.87363403089808e-06,"bewiktionary","Wiktionary"
"bgwiki",0.017906664042423,9.26934171743806e-05,0.433208850759754,0.458835366292941,0.0800016941745937,0.00984264676579838,8.7610813900803e-05,2.4473733415287e-05,"bgwiki","Wikipedia"
"bgwikibooks",0.924696555437732,0.0619312102242774,0.0114069377833324,0.000436062091023349,7.68748023650399e-05,0.000121176120154764,0.00130799206593858,2.31914751765831e-05,"bgwikibooks","Wikibooks"
"bgwikinews",0.00645017153190311,0.989182083078679,0.00259094894208066,0.000588594298603583,3.58063629001007e-05,6.62908421849918e-05,0.000517918620838063,0.000568186322810157,"bgwikinews","Wikinews"
"bgwikiquote",0.0747305856864489,0.0399793592042249,0.878669218855981,0.000151583893436294,2.10832832800155e-05,0.000151212826348665,0.00629298661990088,3.96963037956875e-06,"bgwikiquote","Wikiquote"
"bgwikisource",0.151989194448568,0.802838291492208,0.00916446230577738,0.0350717062007242,5.14492725499767e-05,0.000143670597956257,0.000716304229336935,2.49214528784379e-05,"bgwikisource","Wikisource"
"bgwiktionary",0.99811334045482,0.000439217778534615,0.001113179238826,7.01538929742675e-05,1.46306887209368e-05,2.2770861832044e-05,0.000222044377864394,4.6627064280704e-06,"bgwiktionary","Wiktionary"
"bhwiki",0.000384192892590295,0.205272177525822,0.0601019020696227,0.716198276889497,1.1668975762017e-07,4.69771795143687e-07,0.0180427421270143,1.22033900420934e-07,"bhwiki","Wikipedia"
"bhwiktionary",0.991961951801939,0.00771085276296127,2.22079081299815e-05,0.000142176428798783,2.6820672970203e-05,5.49107947773145e-05,5.32956806350633e-05,2.77839497886312e-05,"bhwiktionary","Wiktionary"
"biwiki",0.000655427579645148,0.915494254567839,0.0834683008135241,0.00016598080903093,1.09136022121801e-05,1.81299498440996e-05,0.000181672711467496,5.31996643742058e-06,"biwiki","Wikipedia"
"biwikibooks",0.993036766579873,0.00669892023913091,1.72736871955888e-05,0.00012505179296662,2.13394974760724e-05,4.25935203198247e-05,3.61639581454243e-05,2.18907248924028e-05,"biwikibooks","Wikibooks"
"biwiktionary",0.991961951801939,0.00771085276296127,2.22079081299815e-05,0.000142176428798783,2.6820672970203e-05,5.49107947773145e-05,5.32956806350633e-05,2.77839497886312e-05,"biwiktionary","Wiktionary"
"bjnwiki",0.0358726496702386,0.551213935509338,0.0558110413463071,0.356974541009709,5.28753508760969e-06,1.20712914604894e-05,9.31165082248837e-05,1.73571296338781e-05,"bjnwiki","Wikipedia"
"bmwiki",0.0022572222673293,0.997298629364369,0.000264655810037449,7.94946876918607e-05,5.35971175049682e-06,9.27061524751618e-06,8.31536070542516e-05,2.21393652055418e-06,"bmwiki","Wikipedia"
"bmwikibooks",0.964276823174637,0.0343914462559858,7.76944019378139e-05,0.000475435807187244,0.000127315057666282,0.000113361452218177,0.000444023488293347,9.39003620747873e-05,"bmwikibooks","Wikibooks"
"bmwikiquote",0.964276823174637,0.0343914462559858,7.76944019378139e-05,0.000475435807187244,0.000127315057666282,0.000113361452218177,0.000444023488293347,9.39003620747873e-05,"bmwikiquote","Wikiquote"
"bmwiktionary",0.998913043478261,0.00015527950310595,0.00015527950310559,0.000155279503105598,0.000155279503105591,0.000155279503105591,0.000155279503105603,0.00015527950310559,"bmwiktionary","Wiktionary"
"bnwiki",0.0173814749805127,0.00282947258796578,0.332249338231249,0.53530606129088,3.19203275290175e-05,0.000190133308572673,0.112011525474471,7.3798819886433e-08,"bnwiki","Wikipedia"
"bnwikibooks",0.386052526891586,0.61031599122468,0.00164635736285449,0.00116864264031415,4.14094147644336e-05,9.07615114815123e-05,0.000668058803188321,1.6252151131371e-05,"bnwikibooks","Wikibooks"
"bnwikisource",0.00554933958103388,0.000218243359994117,1.58031495381481e-05,0.994197934317321,1.34214051907735e-06,5.11303105095995e-06,1.06071535847006e-05,1.61726695827555e-06,"bnwikisource","Wikisource"
"bnwiktionary",0.997657442631666,0.00201160580733705,0.000140625198056348,8.5520078116862e-05,6.0641940552492e-06,1.22246331610565e-05,8.34362945273603e-05,3.08116307995144e-06,"bnwiktionary","Wiktionary"
"bowiki",0.0014614269564599,0.549305563904022,0.449056878157001,5.22233083546642e-05,6.39773981887845e-06,1.2237327089475e-05,9.03399469730648e-05,1.49326602806516e-05,"bowiki","Wikipedia"
"bowikibooks",0.993036766579873,0.00669892023913091,1.72736871955888e-05,0.00012505179296662,2.13394974760724e-05,4.25935203198247e-05,3.61639581454243e-05,2.18907248924028e-05,"bowikibooks","Wikibooks"
"bowiktionary",0.991961951801939,0.00771085276296127,2.22079081299815e-05,0.000142176428798783,2.6820672970203e-05,5.49107947773145e-05,5.32956806350633e-05,2.77839497886312e-05,"bowiktionary","Wiktionary"
"bpywiki",0.000504552115894795,0.0680356393889443,3.31648447294266e-05,0.931205568628661,1.32710130128684e-07,1.89263082001222e-07,0.000153273663862485,6.74793846957382e-05,"bpywiki","Wikipedia"
"brwiki",0.0623640575626957,0.0108860433750669,0.442951864678181,0.483624658989019,1.46878043017715e-07,6.80291660904566e-05,9.84975115179737e-05,6.70183938653218e-06,"brwiki","Wikipedia"
"brwikiquote",0.446188246503683,0.40305485018072,0.148345218359465,0.00110212785649203,7.45624679511409e-05,0.000118125025628723,0.00108734122009629,2.95283859643019e-05,"brwikiquote","Wikiquote"
"brwikisource",0.0612785753908535,0.00129975679314943,5.76477815045837e-05,0.937321244330041,2.77548529614685e-06,1.01514643723338e-05,2.46922199581134e-05,5.15653482471137e-06,"brwikisource","Wikisource"
"brwiktionary",0.997759472753481,0.00205038238192983,0.000117131210116758,2.10420611110849e-05,2.88891733129209e-06,3.11629071492217e-06,4.47867567101051e-05,1.17962860523311e-06,"brwiktionary","Wiktionary"
"bswiki",0.0108499667997337,0.0589840341643636,0.451564131669738,0.478486853491328,6.93453971516503e-08,2.18863004568417e-05,8.34457326855872e-05,9.61249629651257e-06,"bswiki","Wikipedia"
"bswikibooks",0.993430021511664,0.00624576383711685,2.73060539038975e-05,0.000151860134565374,1.82780546543082e-05,3.21349364264058e-05,7.90656968447969e-05,1.55697748245009e-05,"bswikibooks","Wikibooks"
"bswikinews",0.00199734783135231,0.993618431585879,0.00264845652732521,0.000249269632106662,2.22399281752525e-05,3.00442653050987e-05,0.000321317266587526,0.00111289296326918,"bswikinews","Wikinews"
"bswikiquote",0.00517054567858135,0.281932809437538,0.712567494215681,0.00011355579977912,1.36645510730304e-05,2.12333183984057e-05,0.000176794855066946,3.90214388154464e-06,"bswikiquote","Wikiquote"
"bswikisource",0.748489844977047,0.241812001540826,0.00697418998438759,0.00134613219023429,9.97186529621188e-05,0.000149256424843903,0.00109914408585143,2.97121438476062e-05,"bswikisource","Wikisource"
"bswiktionary",0.998324267494984,0.00146207125995023,0.000135556218349582,2.38663035315639e-05,2.83031194460035e-06,4.06681498050324e-06,4.61034575658595e-05,1.23813869400017e-06,"bswiktionary","Wiktionary"
"bugwiki",0.0344350115595327,0.965176728123647,0.000254890610102566,4.72849363853286e-05,3.64580923370163e-06,6.81840682319979e-06,7.39892482822744e-05,1.63130599328834e-06,"bugwiki","Wikipedia"
"bxrwiki",0.000518506994446945,0.588363340422425,0.129947999937474,0.0863220045925928,0.091192207787331,0.101682778968552,0.00197291606601895,2.45231159713112e-07,"bxrwiki","Wikipedia"
"cawiki",0.0191057332098865,0.143012399196501,0.681807688704398,0.135075966764569,7.09197637533457e-05,0.0146028626358028,0.00258466222464935,0.00373976750043997,"cawiki","Wikipedia"
"cawikibooks",0.226144779228831,0.765001309522889,0.000946408205992938,0.000167590435018922,1.22129365929556e-05,2.39895322592878e-05,0.00769953990936326,4.17022905251833e-06,"cawikibooks","Wikibooks"
"cawikinews",0.00113040228047577,0.906052430419244,0.0907443735281145,9.49287293524954e-05,9.03669493143311e-06,1.51444991166197e-05,0.000163693701196324,0.00178999014756866,"cawikinews","Wikinews"
"cawikiquote",0.00238033601179947,0.446234862595739,0.548160638563047,8.93220002405805e-05,9.28348342936381e-06,7.43777831986545e-05,0.00304921307882782,1.96648371840997e-06,"cawikiquote","Wikiquote"
"cawikisource",0.00133854027880597,0.209826685639001,0.00193925961649602,0.785956732998413,9.67941641225278e-06,0.000794162913164047,0.000121682410713291,1.32567269945712e-05,"cawikisource","Wikisource"
"cawiktionary",0.746194379213307,0.250202448462293,0.000379507474232584,8.39504875596884e-05,5.22557862788933e-06,9.03841388768235e-06,0.00312386874812934,1.58162196270208e-06,"cawiktionary","Wiktionary"
"cbk_zamwiki",0.000616497470891565,0.815250207205967,0.0266778674621944,0.157241025418929,1.34082297663988e-05,2.91667764769717e-05,0.000167018284352949,4.8091514215477e-06,"cbk_zamwiki","Wikipedia"
"cdowiki",0.000427202855687246,0.13452270752449,0.000130413647031308,0.864794380596327,1.04538623955939e-07,1.45605904232369e-07,0.000124936569631776,1.08662303986987e-07,"cdowiki","Wikipedia"
"cebwiki",0.0356873891620604,0.165919739151377,0.415338517649124,0.374973510733547,1.15604624908159e-07,1.32338847014701e-07,4.57985911824108e-05,0.00803479676923758,"cebwiki","Wikipedia"
"cewiki",9.01594098446547e-05,0.226726228236162,0.161974412015955,0.548198174930126,0.0148648825083543,0.0478441950024898,0.00030182147737725,1.26419690305403e-07,"cewiki","Wikipedia"
"chowiki",0.990834671986755,0.00872458411461635,1.72815933315878e-05,0.000249998472389079,2.1345523162434e-05,4.82074527906013e-05,8.12616837632295e-05,2.26491731916432e-05,"chowiki","Wikipedia"
"chrwiki",0.000373445534678638,0.994033831302878,0.00170849517797019,6.84215190816142e-05,9.21732640689181e-06,1.02385623594042e-05,0.00378844912583461,7.90145079020023e-06,"chrwiki","Wikipedia"
"chrwiktionary",0.999533174935459,0.000239619202576371,8.19220733333796e-05,3.59343334751115e-05,8.24972872067548e-06,1.11692721982325e-05,8.60602707555649e-05,3.87018348198114e-06,"chrwiktionary","Wiktionary"
"chwiki",0.00140057803696853,0.99795789450015,0.000360699132959299,0.000154414235241764,7.50662314498003e-06,1.33352108557013e-05,0.000102644231623831,2.92802905603164e-06,"chwiki","Wikipedia"
"chwikibooks",0.992600722473478,0.00712094701228395,1.94324185603384e-05,0.000122232297925639,2.45678789044407e-05,4.45267386577438e-05,4.32926747812375e-05,2.42785054089891e-05,"chwikibooks","Wikibooks"
"chwiktionary",0.991071195864375,0.00858738931920169,2.59083994943637e-05,0.000161591233572527,2.92464894030593e-05,6.61524020749293e-05,2.59168362927435e-05,3.25994555853398e-05,"chwiktionary","Wiktionary"
"chywiki",0.00100625160910107,0.855560399560108,0.136063205377379,0.000119646449924807,1.51146743650105e-05,1.99767343447038e-05,0.00716769165279727,4.77139419800644e-05,"chywiki","Wikipedia"
"ckbwiki",0.0330776360686005,0.0729563149543884,0.412725516210951,0.480753352083533,0.00033273602932769,6.47883413928767e-05,8.91704836886619e-05,4.85828117938573e-07,"ckbwiki","Wikipedia"
"commonswiki",8.36358520619279e-06,2.55996455638111e-06,5.1318569712918e-06,3.64780843805122e-06,4.61200684305653e-07,5.69924269961492e-07,5.13395612196928e-07,0.999978752264262,"commonswiki","Commons"
"cowiki",0.052594617003991,0.736357195336379,0.184619524994014,0.0262814702098762,7.29751978417553e-06,1.68771526434095e-05,0.000120137754653789,2.88002865874055e-06,"cowiki","Wikipedia"
"cowikibooks",0.992600722473478,0.00712094701228395,1.94324185603384e-05,0.000122232297925639,2.45678789044407e-05,4.45267386577438e-05,4.32926747812375e-05,2.42785054089891e-05,"cowikibooks","Wikibooks"
"cowikiquote",0.992600722473478,0.00712094701228395,1.94324185603384e-05,0.000122232297925639,2.45678789044407e-05,4.45267386577438e-05,4.32926747812375e-05,2.42785054089891e-05,"cowikiquote","Wikiquote"
"cowiktionary",0.999439347018993,0.000416524103974491,5.9211051520571e-05,2.98466299403892e-05,3.60481243543579e-06,6.00513075152214e-06,4.35919895648565e-05,1.86926281946019e-06,"cowiktionary","Wiktionary"
"crhwiki",0.000502677650923907,0.296300922949102,0.175940081614883,0.295876671920483,0.164747094288056,0.0664262698383441,4.78792340565834e-05,0.000158402504152219,"crhwiki","Wikipedia"
"crwiki",0.00452877564167228,0.995108677224545,0.000224987960657922,5.11822641190405e-05,4.37835767145697e-06,7.59167467719648e-06,7.23620880900163e-05,2.04478856668248e-06,"crwiki","Wikipedia"
"crwikiquote",0.992814640685744,0.00688390426154249,1.7273841035375e-05,0.000128812476613756,2.37551805234565e-05,4.13574077346425e-05,6.84486888321676e-05,2.18074579737272e-05,"crwikiquote","Wikiquote"
"crwiktionary",0.991961951801939,0.00771085276296127,2.22079081299815e-05,0.000142176428798783,2.6820672970203e-05,5.49107947773145e-05,5.32956806350633e-05,2.77839497886312e-05,"crwiktionary","Wiktionary"
"csbwiki",0.0502923539652187,0.834965889330341,0.114487573064232,9.80077441002669e-05,7.79564548422566e-06,1.28785414429407e-05,0.000133173269672149,2.32843950842809e-06,"csbwiki","Wikipedia"
"csbwiktionary",0.998931493089776,0.0005937683140483,0.000271776661190179,6.31185674566782e-05,1.21701951734785e-05,1.18966719327139e-05,0.000111746964970159,4.02953545257216e-06,"csbwiktionary","Wiktionary"
"cswiki",0.0285788795569678,0.000449270832077737,0.415960124918453,0.386178828379006,0.135187224224927,0.0229541677348028,0.000107734380622843,0.0105837699731433,"cswiki","Wikipedia"
"cswikibooks",0.524220322929026,0.458954950905877,0.00352504146177267,0.000254225240998881,2.45958221957794e-05,4.03926231448092e-05,0.0129733092617735,7.16175521117253e-06,"cswikibooks","Wikibooks"
"cswikinews",0.000938897668921605,0.608457558966021,0.234748184099658,0.14839864051036,2.00381661733664e-05,3.77218258485871e-05,0.00719008166045892,0.000208877102558486,"cswikinews","Wikinews"
"cswikiquote",0.00408605640479713,0.227108284081549,0.763462638864538,0.000108320773407048,9.91000863187435e-06,1.56376698434865e-05,0.00520589097719496,3.2612200377448e-06,"cswikiquote","Wikiquote"
"cswikisource",0.040686938929889,0.459731731948097,0.490891528645807,0.000280164277507789,3.08336822074602e-05,0.000100965806220011,0.00827236351428641,5.47319598530667e-06,"cswikisource","Wikisource"
"cswiktionary",0.988155217483694,0.00178949306153031,0.000451051477055473,0.000138644347864841,1.21856333761297e-05,1.80713633802226e-05,0.00943162936070267,3.7072723968576e-06,"cswiktionary","Wiktionary"
"cuwiki",0.00706844193416942,0.914915607490871,0.0778353110236317,4.75755099879346e-05,5.77343603759987e-06,9.07467381737199e-06,0.00010885352435806,9.36240712701445e-06,"cuwiki","Wikipedia"
"cvwiki",0.0262500174418375,0.225296612122885,0.275471298108439,0.437022912802942,0.0210841195043888,0.0144479773738046,0.000426899468773002,1.63176929593578e-07,"cvwiki","Wikipedia"
