"","topic1","topic2","topic3","topic4","topic5","topic6","topic7","topic8","topic9","project","projecttype"
"mhwiki",0.969183476491062,0.0111423193076613,0.000118899240563423,0.00153116304572239,0.00894208818699398,0.000118836731781542,0.00143838897337218,0.000118891459567078,0.00740593656327591,"mhwiki","Wikipedia"
"minwiki",0.991570599567065,0.00162866322631121,0.00281953940877046,0.00129325694976121,0.00089281445576129,2.42905588076965e-05,0.000178787334017562,0.00114427789742421,0.000447770602080991,"minwiki","Wikipedia"
"miwiki",0.973549707274172,0.0032017286979498,0.0141898294170785,0.004067693574724,0.00148331857919607,6.2375159044811e-05,0.000641443007277569,0.000511210965186757,0.00229269332537018,"miwiki","Wikipedia"
"mkwiki",0.310186056264323,0.685781220946647,7.19916863774024e-05,6.40151557228903e-05,0.0022236605026067,2.29812082270223e-07,5.84363738085216e-07,3.54291673611286e-05,0.0016368121011424,"mkwiki","Wikipedia"
"mkwikisource",0.992720475839671,0.00214991461533168,0.00057410600259463,0.00212354627385363,0.00110863685560095,3.46001819290986e-05,0.000449798921344806,4.29617920734671e-05,0.000795959517600741,"mkwikisource","Wikisource"
"mlwiki",0.971494450334076,0.00221538240221881,0.0182605182116672,0.00414337205109197,0.00349858066376945,4.23207488162481e-07,3.34089294041835e-05,7.41474612859699e-05,0.00027971673899833,"mlwiki","Wikipedia"
"mlwikiquote",0.934534203953835,0.0335794374628228,0.00636489934604908,0.00362364953389272,0.0128683008374513,6.51084489447636e-05,0.00137092382779198,8.86764055849544e-05,0.00750480018362723,"mlwikiquote","Wikiquote"
"mlwikisource",0.968075331846159,0.000608150670287969,0.00225821418179688,0.00167714901470779,0.00145849326927448,5.19287981429551e-05,0.000416610858737425,0.0245026352790333,0.000951486081860404,"mlwikisource","Wikisource"
"mnwiki",0.653323143788136,0.328177763108164,0.000576850121080757,0.00023597971881203,0.00519843851942082,0.00624455616326005,0.00549504410915514,0.00054860785551635,0.000199616616454617,"mnwiki","Wikipedia"
"mowiki",0.906545737293675,0.00562571539937857,0.0772819819724319,0.0028704905668617,0.00255467659155353,0.000121256102440751,0.00110387709829249,0.000118882193191131,0.00377738278217541,"mowiki","Wikipedia"
"mrjwiki",0.984052427039942,0.00311485702573037,0.00147954276095191,0.00226434196628779,0.00307557325457067,1.89921461650769e-05,0.000218095922475958,0.00484452762837659,0.00093164225550003,"mrjwiki","Wikipedia"
"mrwiki",0.998494838834996,0.000413424700536099,0.000142903424554269,8.38272321401377e-05,0.000720919243480702,1.29565835386292e-06,1.95681185529367e-05,3.76541061432683e-05,8.55686812430748e-05,"mrwiki","Wikipedia"
"mrwikisource",0.998100664767331,0.000237416904083571,0.000237416904083892,0.00023741690408361,0.000237416904083696,0.000237416904083571,0.000237416904083634,0.000237416904083575,0.000237416904083585,"mrwikisource","Wikisource"
"mswiki",0.334961597926883,0.663299423155257,7.29552326390353e-05,1.82393873117033e-05,0.00142808497116227,1.52715311797648e-07,2.27279465846875e-07,2.01331429380066e-07,0.000219118000539769,"mswiki","Wikipedia"
"mtwiki",0.992156394728826,0.00229047523844474,0.00290932060619996,0.000641473132507138,0.00121264626059599,2.41723313390294e-05,7.12015914149442e-05,0.000271390840857266,0.000422925269814984,"mtwiki","Wikipedia"
"mwlwiki",0.774562866168391,0.214829298733767,0.00349072032780023,0.00188201284079382,0.00218852618562643,1.48306331649269e-05,0.000173195992947106,0.00119101601001632,0.0016675331074935,"mwlwiki","Wikipedia"
"myvwiki",0.936030920776905,0.000255342880532561,0.000393426918285993,0.062555464205733,0.000165414058286007,5.04142973534622e-06,0.000373343714954628,9.16740249977022e-06,0.000211878613067504,"myvwiki","Wikipedia"
"mywiki",0.987776570445291,0.0016194669169219,0.000966510822100203,0.000277943260136518,0.00888658517292966,5.32862493402511e-06,0.000121027689058637,9.98349471673921e-05,0.000246732121460238,"mywiki","Wikipedia"
"mznwiki",0.983610878036755,0.00886798752602351,0.00392712408792542,0.000662747923575185,0.00158067398552961,1.45271696599727e-05,0.000113566975354633,0.000235999358048796,0.000986494937128205,"mznwiki","Wikipedia"
"nahwiki",0.351789112137638,0.600961718175624,0.00266650149206956,0.000731991375550302,0.0427732951891845,6.31282929296998e-06,0.000298002402045007,0.000423627065669822,0.000349439332925934,"nahwiki","Wikipedia"
"napwiki",0.894302840582518,0.00863414148440282,0.0943828467647693,0.000446751561914782,0.00101376310367816,2.48636713844626e-05,0.000200375735040449,2.66701298304169e-05,0.000967746966461887,"napwiki","Wikipedia"
"nawiki",0.994673874652526,0.000699599473072878,0.00183810295755736,0.00103776652147116,0.000670031317523107,1.9907995263582e-05,0.000239243150238613,0.000179956437316402,0.00064151749503084,"nawiki","Wikipedia"
"nds_nlwiki",0.959017270892232,0.00401793275529087,0.0158827790388413,0.000999716780880932,0.0160963708110472,2.87309945577805e-05,0.000246060116255017,0.00302699028818125,0.000684148322714062,"nds_nlwiki","Wikipedia"
"ndswiki",0.201161327900659,0.794662990326586,0.000517682441437941,6.96398447883555e-05,0.000386942665028797,1.58995043944899e-06,3.50415335041603e-05,0.00302559838817271,0.00013918694938416,"ndswiki","Wikipedia"
"newiki",0.402173066352342,0.59654266492105,0.000306543878900512,0.000188651557049551,0.000268201533891051,1.70132674779858e-06,7.92169704582033e-05,9.75158464267654e-06,0.000430201874918312,"newiki","Wikipedia"
"newwiki",0.952844065417522,0.00120578713891526,0.000996648800238913,0.000654913491685756,0.0430172183686947,1.36534024080323e-05,0.000548878026299875,0.000327349097730888,0.000391486256504997,"newwiki","Wikipedia"
"ngwiki",0.9449229709611,8.43138453339365e-05,0.0410772270358144,0.00429449708142676,0.00311581675285633,8.44959230765991e-05,0.00225382999048474,0.000288189613995975,0.00387865879591083,"ngwiki","Wikipedia"
"nlwiki",0.0887057210352484,0.909619292055939,4.81873971305976e-05,2.54884332864527e-05,0.000823606420932624,8.84447547843203e-08,0.000266382605616135,8.01084780291999e-06,0.000503222759288792,"nlwiki","Wikipedia"
"nlwikibooks",0.926570679839142,0.0507637729783426,0.000367029356145428,0.00299561356648632,0.0121914301448864,3.66103377238026e-05,0.00103181985247277,0.000621573699207118,0.00542147022559368,"nlwikibooks","Wikibooks"
"nlwikiquote",0.986458975731116,0.00956394483765448,0.00148423062820407,0.000417148600623439,0.0010716053661437,9.4087613971023e-06,4.50650379437497e-05,0.000258712146183746,0.00069090889073341,"nlwikiquote","Wikiquote"
"nlwikisource",0.987937308879197,0.000292232882597376,0.000246008204227921,0.0110090104781984,0.000206926308465129,4.52271309159337e-06,4.71270932241132e-05,0.00012108370084152,0.000135779740156948,"nlwikisource","Wikisource"
"nlwikivoyage",0.983133220830627,0.00452249852662285,0.00231862614565195,0.0068944796195472,0.000799736848424183,0.000153172988488435,0.000308565133447735,0.000118865528537878,0.00175083437865288,"nlwikivoyage","Wikivoyage"
"nnwiki",0.324452743266818,0.657406737500713,0.00482437260911537,0.00403099857332681,0.00885256070041058,3.79890448003532e-07,5.58521170466776e-07,0.000316730881738845,0.000114918056258702,"nnwiki","Wikipedia"
"nnwikiquote",0.944396525622066,0.00214144868524459,0.0132937388966748,0.001859137471182,0.0312734110142392,4.3355250545366e-05,0.00624857291837649,5.26176171858553e-05,0.000691192524485518,"nnwikiquote","Wikiquote"
"novwiki",0.893554421691856,0.000994153745639739,0.0934066298367432,0.00364705198311255,0.00498097549148689,8.14664090100656e-05,0.00121549205587924,0.000131104044311856,0.00198870474195997,"novwiki","Wikipedia"
"nowiki",0.0743697045813774,0.607685325087389,3.91569117233434e-05,0.000417854480973558,0.317098009864635,5.7954918480343e-08,8.87829786931409e-08,2.10616823252142e-06,0.000387696167772822,"nowiki","Wikipedia"
"nowikibooks",0.544999556536527,0.000118838512981536,0.0476753242417139,0.00421905175920816,0.367557461978013,0.00012233061571709,0.0341814078220244,0.000283701391461112,0.000842327142353797,"nowikibooks","Wikibooks"
"nowikiquote",0.746165268129111,0.247805021428784,0.000983989293512632,0.000796010621419756,0.00231275312987215,2.13592358654545e-05,7.47852645908514e-05,1.34291137473473e-05,0.00182738378309578,"nowikiquote","Wikiquote"
"nowikisource",0.90945836323428,0.0520518921431657,0.000118948255083205,0.0103136932155979,0.0165518913151337,0.00011883767943119,0.00146792063090482,0.000118953843438835,0.00979949968296448,"nowikisource","Wikisource"
"nrmwiki",0.923073476568167,0.000972178106117577,0.0251546338652257,0.00697566669828779,0.0367971905027343,4.25343996554393e-05,0.00629277632912919,5.28363840057707e-05,0.000638707146676945,"nrmwiki","Wikipedia"
"nsowiki",0.974599753969733,0.00154341867449299,0.0179569001420187,0.00145300043710986,0.00222221593203659,6.06963015199595e-05,0.00069339073497215,8.74322842491974e-05,0.00138319152386779,"nsowiki","Wikipedia"
"nvwiki",0.90814323926207,0.00618925315211817,0.00685783841944409,0.0673704908501069,0.00119169155212792,4.9274261456527e-05,0.00102756615865433,0.00691332262583062,0.00225732371819121,"nvwiki","Wikipedia"
"nywiki",0.980526588127077,0.00524043744346156,0.00539863918951787,0.000551332432755774,0.00462167858064038,8.02915532854806e-05,0.0018073863607958,0.00012820954852266,0.00164543676394344,"nywiki","Wikipedia"
"ocwiki",0.908348540158588,0.000648590425497742,0.000291016955642382,0.000130795253506055,0.0859451109139436,2.36014075834994e-06,1.57216054147038e-05,0.00377403799847875,0.000843826548170313,"ocwiki","Wikipedia"
"olowiki",0.00798490224103738,8.50257311655082e-05,0.000703175342813786,0.989533961182359,0.000675957827431211,3.83307002396166e-06,0.000320648741064528,0.000444316015975417,0.000248179848128974,"olowiki","Wikipedia"
"omwiki",0.959859336061065,0.0223668237989479,0.00743421973413504,0.00240027789160584,0.00484052598153503,6.50607136329108e-05,0.000678179615445149,8.79626702472378e-05,0.00226761353338653,"omwiki","Wikipedia"
"orwiki",0.902748170332083,0.00128480073373878,0.0898073363745838,0.000663627831522414,0.00394624152602726,1.91416802894818e-05,0.0010361142120436,1.58688232888397e-05,0.000478698486422213,"orwiki","Wikipedia"
"oswiki",0.972866830919714,0.00424200624489924,0.00154295506088751,0.00122722361283665,0.0193435324550334,1.86491283383027e-05,0.000154224086033314,1.9770894354183e-05,0.000584807597903894,"oswiki","Wikipedia"
"pagwiki",0.973789295319081,0.00733719317871088,0.0124304225355855,0.00108944901603326,0.00295990887152317,5.90925150620428e-05,0.000600958329963035,6.56948861736877e-05,0.00166798534786717,"pagwiki","Wikipedia"
"pamwiki",0.453278649190109,0.100587807781068,0.173150103593698,0.00100007252890826,0.0418006604120825,4.81517959082484e-05,0.00156023617155674,4.76235227655157e-05,0.228526695003904,"pamwiki","Wikipedia"
"papwiki",0.989981615372088,0.00141287458689226,0.005081174260011,0.00116349570079965,0.00110255633089793,7.88054857263836e-05,0.000278998524475082,0.000116107018566891,0.000784372720542313,"papwiki","Wikipedia"
"pawiki",0.99813348716004,0.00060905999891922,0.000320055286230796,8.64553485672617e-05,0.000607763818973978,1.68847685627001e-06,2.28332925111788e-05,0.00012710217241681,9.15544454845191e-05,"pawiki","Wikipedia"
"pcdwiki",0.692337658792876,0.00279735040438292,0.153734324119477,0.00242983553786664,0.13829721457693,3.42215765625929e-05,0.000937056056926758,0.00883234943245404,0.00059998950252478,"pcdwiki","Wikipedia"
"pdcwiki",0.9449229709611,8.43138453339365e-05,0.0410772270358144,0.00429449708142676,0.00311581675285633,8.44959230765991e-05,0.00225382999048474,0.000288189613995975,0.00387865879591083,"pdcwiki","Wikipedia"
"pflwiki",0.876534949865634,0.0273002270085807,0.0151840364579235,0.00209181153516374,0.0704528250740183,4.56278890109385e-05,0.00641635890472736,9.98347396171356e-05,0.00187432852532388,"pflwiki","Wikipedia"
"pihwiki",0.000237416904084314,0.000237416904083571,0.998100664767331,0.000237416904083652,0.000237416904083576,0.000237416904083571,0.000237416904083579,0.000237416904083571,0.000237416904083636,"pihwiki","Wikipedia"
"piwiki",0.914789723283146,0.00799954518072021,0.0714999153396841,0.00282651663823535,0.000376274678016741,8.72962058849166e-05,0.000277415654644096,7.92641234125808e-05,0.00206404889625628,"piwiki","Wikipedia"
"plwiki",0.0798600088838032,0.916782643640499,4.72882641482732e-05,0.000218781894826266,0.00260046800532946,5.75012180378636e-08,9.15056981999425e-08,1.95457133217507e-05,0.000471114591156338,"plwiki","Wikipedia"
"plwikinews",0.000237416904084314,0.000237416904083571,0.998100664767331,0.000237416904083652,0.000237416904083576,0.000237416904083571,0.000237416904083579,0.000237416904083571,0.000237416904083636,"plwikinews","Wikinews"
"plwikiquote",0.279150751649102,0.720376722469453,8.27191222443269e-05,3.53921138624483e-05,0.000280441614430227,2.95444224221816e-07,7.83162747582224e-06,2.55849388867341e-05,4.02610203218564e-05,"plwikiquote","Wikiquote"
"plwikisource",0.755853224946053,0.00122967474483365,0.000420461778220948,0.000514077155282592,0.000778936520836233,0.000141885661949271,0.000110071111439938,0.240504430691354,0.000447237390029557,"plwikisource","Wikisource"
"plwikivoyage",0.998100664767331,0.000237416904083616,0.000237416904083622,0.000237416904083672,0.000237416904083578,0.000237416904083571,0.000237416904083573,0.000237416904083571,0.000237416904083585,"plwikivoyage","Wikivoyage"
"pmswiki",0.605902793620057,0.224569213817592,0.0901575717110635,0.00160876097648012,0.00561145753855555,2.56007504269096e-05,0.00034394271282649,0.0703146788131967,0.00146598005980162,"pmswiki","Wikipedia"
"pnbwiki",0.992525004875842,0.000485482843984833,0.00197819378708334,0.000215358225251145,0.00350853783280575,7.04516582199458e-06,7.27059577270802e-05,0.000105167957242436,0.00110250335424173,"pnbwiki","Wikipedia"
"pntwiki",0.893520594356153,0.0160037310759185,0.0790448497421072,0.00289768141413914,0.00503245095202934,0.000121279447832119,0.000921359221158141,0.000118909333394805,0.00233914445726811,"pntwiki","Wikipedia"
"pswiki",0.933326453327012,0.00719288930718121,0.0169232664829306,0.00097539215651292,0.0403806812239246,4.31009773059192e-05,0.00048191311203465,9.5557902968278e-06,0.000666747622801302,"pswiki","Wikipedia"
"ptwiki",0.079101640266691,0.91431829024454,0.00473626270326535,1.55436443483846e-05,0.000749962592042122,0.000220968323961542,7.7381525087093e-08,0.000434280001192041,0.000422974842434318,"ptwiki","Wikipedia"
"ptwikibooks",0.998100664767331,0.000237416904083973,0.000237416904083631,0.000237416904083747,0.000237416904083618,0.000237416904083571,0.000237416904083573,0.000237416904083571,0.000237416904083667,"ptwikibooks","Wikibooks"
"ptwikinews",0.833721881069747,0.000118846902971258,0.152660648077561,0.00406237649601201,0.00413490663811212,0.000123702774774202,0.00225191347837318,0.000236919012813067,0.00268880554963662,"ptwikinews","Wikinews"
"ptwikiquote",0.978726252604973,0.00758526920929554,0.000386981994434949,0.000169147351362605,0.00458537134205675,2.29538215848442e-06,4.6311098240243e-05,0.00828727180390955,0.000211099213568531,"ptwikiquote","Wikiquote"
"ptwikisource",0.948512835251675,0.000248827936692003,0.000140470536560907,0.000112312678283542,0.000687348033665811,8.91304690030205e-07,8.70675773342611e-05,0.050121157516062,8.90891650366161e-05,"ptwikisource","Wikisource"
"quwiki",0.99723226250229,0.000538158330133699,0.000206902655327267,0.000128476959414253,0.00175728101413593,1.79277030689188e-06,3.843355472905e-05,1.0147533839333e-05,8.65446798233231e-05,"quwiki","Wikipedia"
"rmwiki",0.876215695878411,0.00256880916945951,0.00953984883422672,0.00285856781699224,0.0324615830144596,0.0714197762757129,0.000526721140137811,0.00349677974758038,0.000912218123019959,"rmwiki","Wikipedia"
"rmywiki",0.959585856909148,0.00623798728726893,0.0135930939268238,0.00523924030467008,0.0131744174825417,7.6049150375593e-05,0.000358963009295444,5.94731573179007e-05,0.00167491877255862,"rmywiki","Wikipedia"
"rnwiki",0.968635613695972,0.00448861344097556,0.0123801413130367,0.00116633585837614,0.00806197943649165,0.000121128485338059,0.00301535096920639,0.000226885166181191,0.00190395163442185,"rnwiki","Wikipedia"
"roa_rupwiki",0.973762964621231,0.000936154627092285,0.0197788386410644,0.00221617453230461,0.00132664689661762,6.1738317915551e-05,0.000616525165241211,0.000135421663488028,0.00116553553504516,"roa_rupwiki","Wikipedia"
"roa_tarawiki",0.947377508236652,0.0200278261661543,0.0118598346776119,0.00253735594094518,0.00946876980137698,0.00647960892732395,0.000756294205740897,8.25877640816287e-05,0.00141021428011326,"roa_tarawiki","Wikipedia"
"rowiki",0.0615066578318801,0.300317164950182,1.00083416895966e-05,0.365090780228476,0.0313448083916509,0.000371712246320132,8.96850225142258e-08,0.000199764616540232,0.241159013708239,"rowiki","Wikipedia"
"rowikiquote",0.96281233928525,0.0255783356782647,0.0058736093766482,0.00173344041073844,0.00224182109303378,3.36009850855692e-05,0.00013556242244445,2.95691066366373e-05,0.00156172164189778,"rowikiquote","Wikiquote"
"rowikisource",0.981227661364635,0.00325077200176714,0.00169722797759416,0.00123465988327262,0.00319015680003972,2.30686197124339e-05,0.000366096576589698,0.00770279587905373,0.00130756089733516,"rowikisource","Wikisource"
"ruewiki",0.790648436444989,0.00162942702297674,0.00649990690597606,0.0551339498296155,0.144310039073413,2.53285406755952e-05,0.0012714199291553,3.34282321676757e-05,0.000448064021031166,"ruewiki","Wikipedia"
"ruwiki",1.5503775150194e-05,0.0139401370943123,5.10650207536035e-08,3.42862661547334e-06,5.00979388142079e-05,0.497087245429127,0.478643756991513,6.95051085529588e-09,0.0102597721289366,"ruwiki","Wikipedia"
"ruwikinews",0.632330569596531,0.271671727883087,0.00627556192457283,0.00523289453613784,0.0082105751064265,3.16147382296101e-05,0.000288720276681431,1.81886661878452e-05,0.0759401472721458,"ruwikinews","Wikinews"
"ruwikiquote",0.09192205670569,0.90752402032527,0.00013068159811535,2.38043098487453e-05,0.000334608178914943,2.04332895306277e-07,6.15321538747367e-06,2.819728341764e-05,3.0274050460754e-05,"ruwikiquote","Wikiquote"
"ruwikisource",0.414756148101414,0.000115420504903305,7.07795206711733e-05,0.00968155164095151,0.000275374328175965,2.77950751267505e-05,0.574370544210982,0.000645852698646163,5.65339191292401e-05,"ruwikisource","Wikisource"
"rwwiki",0.982219849283075,0.00351200572458827,0.000606148802359572,0.00612580075695963,0.00479775542611134,3.49301698254879e-05,0.000989161680129646,2.83911572452359e-05,0.00168595699970579,"rwwiki","Wikipedia"
"sahwiki",0.936242750315882,0.00590223902134211,0.00112174998279615,0.0303175952230899,0.0251007412825141,8.45898702960878e-06,0.00066061094307904,3.34890493365837e-05,0.000612365194930612,"sahwiki","Wikipedia"
"sawiki",0.995460788552396,0.00127451699807681,0.00191527525780555,0.000542457788564437,0.0002931921049835,1.20168749493604e-05,5.7963473770543e-05,1.12572493104498e-05,0.000432531700143604,"sawiki","Wikipedia"
"sawikisource",0.984069236924174,0.00631251052086547,0.00135388285690108,0.00532043266996478,0.000956098165442183,0.000118836305886388,0.000654116211591792,0.000118885142277851,0.00109600120289691,"sawikisource","Wikisource"
"scnwiki",0.534788966328427,0.451990085578624,0.0009298121891882,0.000170160961708254,0.00668670965597342,2.79169208801979e-06,5.37231174674283e-05,0.00529538672938652,8.2363747136325e-05,"scnwiki","Wikipedia"
"scowiki",0.99742618209519,0.00110699934696293,0.000211743796297371,8.06423198889077e-05,0.000292186137297674,5.07353570380032e-07,9.13948195569539e-06,0.000703565633950836,0.000169033834886705,"scowiki","Wikipedia"
"scwiki",0.700234745873278,0.254879099288016,0.00291820594777694,0.00135558846899187,0.00102537958536384,5.84231708250852e-06,5.67713412195767e-05,0.021094321551913,0.0184300456263583,"scwiki","Wikipedia"
"sdwiki",0.994382360234494,0.00132059700679906,0.00133486418452555,0.000473972997946647,0.000609929475481736,1.14566061211254e-05,9.7357918044948e-05,0.00134199458737462,0.000427466989212369,"sdwiki","Wikipedia"
"sewiki",0.993959655294195,0.00158946344941267,0.00161489860840914,0.000716526159527681,0.00165940759940374,2.06980783750937e-05,0.000176320169650823,3.52250251593366e-05,0.000227805615866026,"sewiki","Wikipedia"
"sgwiki",0.964487703435687,0.00144065886433175,0.0277099759101239,0.00163049091522693,0.00228882206295693,6.28506472822933e-05,0.00100120036061622,8.76233480256286e-05,0.00129067445574895,"sgwiki","Wikipedia"
"shwiki",0.153966414307092,0.834219342350408,7.18731227184422e-05,1.22054753940766e-05,0.0116355717225029,1.23575592428033e-07,1.6913532923837e-07,5.68560950538577e-05,3.7444215908933e-05,"shwiki","Wikipedia"
"simplewiki",0.165960165262068,0.833809852727576,4.44223701403124e-05,1.88419002376217e-05,0.000105215281722442,1.19398208756092e-07,1.88187580232762e-07,2.72280350379856e-05,3.39668374286632e-05,"simplewiki","Wikipedia"
"simplewikiquote",0.977298137751027,0.00686993123500833,0.0132720561499685,0.00096653618722215,0.000748543261940122,1.1023137710339e-05,6.53087193541724e-05,2.75120744036133e-05,0.000740951483365558,"simplewikiquote","Wikiquote"
"siwiki",0.988333910415018,0.00140485086005663,0.000534186956701112,0.000354000121261502,0.00894832211041944,4.15743451562204e-06,0.000127043175766008,9.30816979623683e-05,0.000200447228299614,"siwiki","Wikipedia"
"skwiki",0.23066522351999,0.76786250183558,6.6614254625636e-05,4.26213823173035e-05,0.00122146141496579,2.17509548727792e-07,2.94352396716318e-06,0.00011646251169533,2.19540473107389e-05,"skwiki","Wikipedia"
"skwikiquote",0.312398292095156,0.650209838447849,0.00342619303884601,0.00260752733710775,0.02923532419815,1.14432747328896e-05,0.00118905790058323,4.03622395039621e-05,0.000881961468070472,"skwikiquote","Wikiquote"
"skwikisource",0.967402914737469,0.0118324807582408,0.000997309482959004,0.00876823991888223,0.00582732073657275,0.000118836603466936,0.000805919025959229,0.00198930353958597,0.00225767519686417,"skwikisource","Wikisource"
"slwiki",9.76587082938946e-05,3.64479410633984e-05,1.47851437484532e-05,0.999730201801569,9.55921855973419e-06,7.97390253776119e-08,6.52512800192205e-07,9.91055440499374e-05,1.15093908898842e-05,"slwiki","Wikipedia"
"slwikiquote",0.832035782006805,0.0182706585135353,0.0398948137763502,0.0285473385722397,0.0795491710710105,1.26077031119767e-05,0.000488106227935386,2.0842949094993e-05,0.00118067917991679,"slwikiquote","Wikiquote"
"slwikisource",0.904817295555268,0.0020714816553813,0.00158032529852117,0.00127592611355155,0.00186756991382823,2.41508996310254e-05,0.000251374140682568,0.0872439239912784,0.000867952431857419,"slwikisource","Wikisource"
"smwiki",0.992992789704704,0.000839529956427831,0.00312411712519896,0.000851750652508287,0.000909909669688704,2.85809973082848e-05,0.000397168730734721,9.08415266736333e-05,0.000765311636755348,"smwiki","Wikipedia"
"snwiki",0.814067266660567,0.165742342864866,0.0103444311141205,0.00168514496394372,0.00434015463041777,4.81333521621942e-05,0.00239964480653709,0.000101986072338732,0.00127089553504642,"snwiki","Wikipedia"
"sowiki",0.990197286691353,0.0013104984992385,0.00363288513809423,0.00057058481139097,0.00293853347568432,1.67802206871973e-05,0.000804310622099617,2.3488403838695e-05,0.000505632137613847,"sowiki","Wikipedia"
"specieswiki",0.000377722600903734,0.000128693992021158,0.989783135764241,0.000205388918071773,0.000156669776047313,2.97327677099881e-05,4.41392439402672e-05,2.9735588059209e-05,0.0092447813490057,"specieswiki","Other"
"sqwiki",0.71788128081652,0.280497185667572,0.000209146298746527,0.000105148688389187,0.00109164952357856,1.1592228399658e-06,1.83329414274771e-05,0.000111314155021047,8.47826859048021e-05,"sqwiki","Wikipedia"
"sqwikibooks",0.91477287491024,0.0028588828702018,0.0720694001801477,0.00348589193844267,0.00385204363964924,6.07139173930933e-05,0.00092810449927276,0.000170514944532336,0.00180157310012076,"sqwikibooks","Wikibooks"
"sqwikinews",0.000237416904084314,0.000237416904083571,0.998100664767331,0.000237416904083652,0.000237416904083576,0.000237416904083571,0.000237416904083579,0.000237416904083571,0.000237416904083636,"sqwikinews","Wikinews"
"sqwikiquote",0.626735711817152,0.361433508934627,0.00415626981856638,0.001571324103638,0.00213405587685602,2.66624117035885e-05,0.00028736168615295,3.58982672440086e-05,0.00361920708405984,"sqwikiquote","Wikiquote"
"srnwiki",0.947081139049551,0.00196949317411834,0.0391644800951532,0.00344346660416291,0.00420758326113349,8.14473546342231e-05,0.00127057072772661,0.000129279248178831,0.0026525404853412,"srnwiki","Wikipedia"
"srwiki",0.236316818055019,0.76236612652358,5.9339830274326e-05,1.22230650630119e-05,0.000124915859340714,1.12221631407956e-07,2.47091148112747e-07,2.89456421534699e-05,0.00109127171179012,"srwiki","Wikipedia"
"srwikibooks",0.896989638292446,0.00495426468823299,0.0818923702044276,0.00764852003227579,0.00471975076597996,5.9449826013926e-05,0.000342323665101125,5.94712629221813e-05,0.00333421126260005,"srwikibooks","Wikibooks"
"srwikinews",0.833721881069747,0.000118846902971258,0.152660648077561,0.00406237649601201,0.00413490663811212,0.000123702774774202,0.00225191347837318,0.000236919012813067,0.00268880554963662,"srwikinews","Wikinews"
"srwikiquote",0.57161204748393,0.400974350703305,0.0163586544392302,0.00126192812904247,0.00377271364648206,2.01636053651189e-05,0.000280036368204489,0.00363907780333776,0.00208102782110236,"srwikiquote","Wikiquote"
"srwikisource",0.989044887483764,0.00217362042699474,0.000556370473886335,0.00153077915803574,0.0018567416807437,2.25997372469041e-05,0.000229057314807314,0.00371571891957076,0.000870224804950212,"srwikisource","Wikisource"
"sswiki",0.949625296219811,0.00227818112599318,0.0390047624662761,0.00186144235344598,0.00363281233813014,8.14427511213425e-05,0.00142667360493237,0.000129164054082647,0.00196022508620726,"sswiki","Wikipedia"
"stqwiki",0.864260840168074,0.0064044175423219,0.00483312854363982,0.00347665290391977,0.119121477936016,7.13815744829268e-05,0.00077851167897193,3.27329866891502e-05,0.00102085666588456,"stqwiki","Wikipedia"
"stwiki",0.978098081293533,0.00335359093080313,0.00488014108785538,0.00274212315332622,0.00444779467112026,8.32484370535114e-05,0.00255597031329462,0.000282286005730415,0.00355676410728305,"stwiki","Wikipedia"
"suwiki",0.962951590166725,0.000711852317869158,0.00262336817398117,0.00223903981222271,0.0307605813755206,1.20807246496656e-05,0.000326537199900347,3.51569288130708e-05,0.000339793300318234,"suwiki","Wikipedia"
"svwiki",0.0525188021642264,0.905155540807687,0.000182346301137632,0.0383170685552309,0.000535156432981075,0.000890322954779575,0.000173749818079686,1.16334097849026e-05,0.00221537955609245,"svwiki","Wikipedia"
"svwikibooks",0.99810066476733,0.000237416904083917,0.000237416904083697,0.000237416904083999,0.000237416904083719,0.000237416904083572,0.000237416904083621,0.000237416904083571,0.000237416904083722,"svwikibooks","Wikibooks"
"svwikinews",0.000237416904084314,0.000237416904083571,0.998100664767331,0.000237416904083652,0.000237416904083576,0.000237416904083571,0.000237416904083579,0.000237416904083571,0.000237416904083636,"svwikinews","Wikinews"
"svwikiquote",0.989506957325458,0.00861030784222,0.000636597154296109,0.000239776026589326,0.000479940088859097,4.63311775535579e-06,3.25006841427755e-05,3.88612093261294e-06,0.000485401639746916,"svwikiquote","Wikiquote"
"svwikisource",0.995464797995237,0.000399846674748784,0.00191484848082779,0.000283239446248756,0.000404860243752829,3.91781259931228e-06,7.88027625661761e-05,0.00131001494616637,0.000139671637852695,"svwikisource","Wikisource"
"swwiki",0.473415309257234,0.513726528305902,0.000324894872125162,0.000204439934205114,0.00876127223243449,1.72064953916511e-06,5.67203355908746e-05,2.95369799070051e-05,0.00347957743306241,"swwiki","Wikipedia"
"szlwiki",0.70786695920866,0.0216229030108837,0.0167912903951149,0.00213692053413547,0.175926984285185,1.80617949317387e-05,0.00140147938213592,2.01378773209188e-05,0.0742152635116325,"szlwiki","Wikipedia"
"tawiki",0.648803738168448,0.32483093951187,0.0253280869287457,5.94172962634972e-05,0.000220647923558474,4.60536697040898e-07,7.37875119115297e-06,0.000568992768258743,0.000180338114967558,"tawiki","Wikipedia"
"tawikibooks",0.998100664767331,0.000237416904083571,0.000237416904083667,0.000237416904083634,0.000237416904083584,0.000237416904083571,0.000237416904083574,0.000237416904083578,0.000237416904083588,"tawikibooks","Wikibooks"
